code_name,Molecule,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,xtbjson
mol_308,Tetrachloromethane,-2.607,1,153.823,0,0,0,0.0,-2.31,ClC(Cl)(Cl)Cl,QDESCP/boltz/mol_308_rdkit_boltz.json
mol_309,"3,4-Dichloronitrobenzene",-3.448,1,192.001,0,1,1,43.14,-3.2,O=N(=O)c1cc(Cl)c(Cl)cc1,QDESCP/boltz/mol_309_rdkit_boltz.json
mol_310,Cyclooctanol,-2.14,1,128.215,1,1,0,20.23,-1.29,OC1CCCCCCC1,QDESCP/boltz/mol_310_rdkit_boltz.json
mol_311,17a-Methyltestosterone,-4.073,1,302.458,1,4,0,37.3,-3.999,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,QDESCP/boltz/mol_311_rdkit_boltz.json
mol_312,Dulcin,-2.167,1,180.207,2,1,3,64.35,-2.17,CCOc1ccc(NC(N)=O)cc1,QDESCP/boltz/mol_312_rdkit_boltz.json
mol_313,"trans-1,4-Dimethylcyclohexane",-3.305,1,112.216,0,1,0,0.0,-4.47,C/C1CCC(\C)CC1,QDESCP/boltz/mol_313_rdkit_boltz.json
mol_314,"1,7-phenantroline",-2.994,2,180.21,0,3,0,25.78,-2.68,c1cnc2c(c1)ccc3ncccc23,QDESCP/boltz/mol_314_rdkit_boltz.json
mol_315,Methyl t-butyl ether ,-0.984,1,88.15,0,0,0,9.23,-0.24,COC(C)(C)C,QDESCP/boltz/mol_315_rdkit_boltz.json
mol_316,Anethole,-3.254,1,148.205,0,1,2,9.23,-3.13,COc1ccc(C=CC)cc1,QDESCP/boltz/mol_316_rdkit_boltz.json
mol_317,1-Hexadecanol,-4.94,1,242.447,1,0,14,20.23,-7.0,CCCCCCCCCCCCCCCCO,QDESCP/boltz/mol_317_rdkit_boltz.json
mol_318,uracil,-0.441,1,112.088,2,1,0,65.72,-1.488,O=c1cc[nH]c(=O)[nH]1 ,QDESCP/boltz/mol_318_rdkit_boltz.json
mol_319,adenine,-1.255,1,135.13,2,2,0,80.48,-2.12,Nc1ncnc2nc[nH]c12 ,QDESCP/boltz/mol_319_rdkit_boltz.json
mol_320,"2,2',3,4,5-PCB",-6.709,1,326.437,0,2,1,0.0,-7.21,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,QDESCP/boltz/mol_320_rdkit_boltz.json
mol_321,Ancymidol,-2.181,1,256.305,1,3,4,55.24,-2.596,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,QDESCP/boltz/mol_321_rdkit_boltz.json
mol_322,Benzo(b)fluoranthene,-6.007,2,252.316,0,5,0,0.0,-8.23,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,QDESCP/boltz/mol_322_rdkit_boltz.json
mol_323,Carbanilide,-3.611,1,212.252,2,2,2,41.13,-3.15,O=C(Nc1ccccc1)Nc2ccccc2,QDESCP/boltz/mol_323_rdkit_boltz.json
mol_324,phenobarbital,-2.272,1,232.239,2,2,2,75.27,-2.322,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,QDESCP/boltz/mol_324_rdkit_boltz.json
mol_325,"2',3,4-PCB",-5.686,1,257.547,0,2,1,0.0,-6.29,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,QDESCP/boltz/mol_325_rdkit_boltz.json
mol_326,Isoproturon,-2.867,1,206.289,1,1,2,32.34,-3.536,CC(C)c1ccc(NC(=O)N(C)C)cc1,QDESCP/boltz/mol_326_rdkit_boltz.json
mol_327,Azintamide,-2.231,1,259.762,0,1,5,46.09,-1.716,CCN(CC)C(=O)CSc1ccc(Cl)nn1,QDESCP/boltz/mol_327_rdkit_boltz.json
mol_328,"2,2-Dimethyl-1-butanol",-1.365,1,102.177,1,0,2,20.23,-1.04,CCC(C)(C)CO,QDESCP/boltz/mol_328_rdkit_boltz.json
mol_329,Ethyl pentanoate,-1.899,1,130.187,0,0,4,26.3,-1.75,CCCOC(=O)CCC,QDESCP/boltz/mol_329_rdkit_boltz.json
mol_330,"2,4,6-Trinitrotoluene",-2.606,1,227.132,0,1,3,129.42,-3.22,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,QDESCP/boltz/mol_330_rdkit_boltz.json
mol_331,Bensulide,-4.99,1,397.524,1,1,10,64.63,-4.2,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,QDESCP/boltz/mol_331_rdkit_boltz.json
mol_332,Cycloheptane,-2.916,2,98.189,0,1,0,0.0,-3.51,C1CCCCCC1,QDESCP/boltz/mol_332_rdkit_boltz.json
mol_333,Propyl formate,-0.757,1,88.106,0,0,3,26.3,-0.49,CCCOC=O,QDESCP/boltz/mol_333_rdkit_boltz.json
mol_334,2-Isopropyltoluene,-3.585,1,134.222,0,1,1,0.0,-3.76,CC(C)c1ccccc1C,QDESCP/boltz/mol_334_rdkit_boltz.json
mol_335,m-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.37,Nc1cccc(Cl)c1,QDESCP/boltz/mol_335_rdkit_boltz.json
mol_336,"2,4-Dimethylpentane",-2.938,1,100.205,0,0,2,0.0,-4.26,CC(C)CC(C)C,QDESCP/boltz/mol_336_rdkit_boltz.json
mol_337,Dibenzofurane,-4.201,2,168.195,0,3,0,13.14,-4.6,o1c2ccccc2c3ccccc13,QDESCP/boltz/mol_337_rdkit_boltz.json
mol_338,ethofumesate,-3.184,1,286.349,0,2,4,61.83,-3.42,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,QDESCP/boltz/mol_338_rdkit_boltz.json
mol_339,Fluometuron,-3.065,1,232.205,1,1,1,32.34,-3.43,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,QDESCP/boltz/mol_339_rdkit_boltz.json
mol_340,Acridine,-3.846,2,179.222,0,3,0,12.89,-3.67,c3ccc2nc1ccccc1cc2c3,QDESCP/boltz/mol_340_rdkit_boltz.json
mol_341,Cortisone,-2.893,1,360.45,2,4,2,91.67,-3.11,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,QDESCP/boltz/mol_341_rdkit_boltz.json
mol_342,glucose,0.501,1,180.156,5,1,1,110.38,0.74,OCC1OC(O)C(O)C(O)C1O,QDESCP/boltz/mol_342_rdkit_boltz.json
mol_343,3-Methylphenol,-2.313,1,108.14,1,1,0,20.23,-0.68,Cc1cccc(O)c1,QDESCP/boltz/mol_343_rdkit_boltz.json
mol_344,Indapamide,-4.345,1,365.842,2,3,3,92.5,-3.586,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,QDESCP/boltz/mol_344_rdkit_boltz.json
mol_345,Lovastatin,-4.731,1,404.547,1,3,6,72.83,-6.005,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,QDESCP/boltz/mol_345_rdkit_boltz.json
mol_346,"1,4-Dinitrobenzene",-2.281,1,168.108,0,1,2,86.28,-3.39,O=N(=O)c1ccc(cc1)N(=O)=O,QDESCP/boltz/mol_346_rdkit_boltz.json
mol_347,Reposal,-2.781,1,262.309,2,3,2,75.27,-2.696,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,QDESCP/boltz/mol_347_rdkit_boltz.json
mol_348,Ethyl decanoate,-3.671,1,200.322,0,0,9,26.3,-4.1,CCCCCCCCCC(=O)OCC,QDESCP/boltz/mol_348_rdkit_boltz.json
mol_349,Fenuron,-1.847,1,164.208,1,1,1,32.34,-1.6,CN(C)C(=O)Nc1ccccc1,QDESCP/boltz/mol_349_rdkit_boltz.json
mol_350,Ethyl propyl ether,-1.072,1,88.15,0,0,3,9.23,-0.66,CCCOCC,QDESCP/boltz/mol_350_rdkit_boltz.json
mol_351,2-Propanol,-0.261,1,60.096,1,0,0,20.23,0.43,CC(C)O,QDESCP/boltz/mol_351_rdkit_boltz.json
mol_352,2-Methylnapthalene,-3.802,1,142.201,0,2,0,0.0,-3.77,Cc1ccc2ccccc2c1,QDESCP/boltz/mol_352_rdkit_boltz.json
mol_353,Chlorodibromethane,-2.54,1,208.28,0,0,0,0.0,-1.9,ClC(Br)Br,QDESCP/boltz/mol_353_rdkit_boltz.json
mol_354,Hexestrol,-4.854,1,270.372,2,2,5,40.46,-4.43,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,QDESCP/boltz/mol_354_rdkit_boltz.json
mol_355,Malathion,-3.391,1,330.364,0,0,9,71.06,-3.37,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,QDESCP/boltz/mol_355_rdkit_boltz.json
mol_356,Benzylchloride,-2.887,1,126.586,0,1,1,0.0,-2.39,ClCc1ccccc1,QDESCP/boltz/mol_356_rdkit_boltz.json
mol_357,t-Crotonaldehyde,-0.604,1,70.091,0,0,1,17.07,0.32,C/C=C/C=O,QDESCP/boltz/mol_357_rdkit_boltz.json
mol_358,Chlorbromuron,-3.938,1,293.548,1,1,2,41.57,-3.924,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,QDESCP/boltz/mol_358_rdkit_boltz.json
mol_359,"9,10-Dimethylanthracene",-5.228,1,206.288,0,3,0,0.0,-6.57,Cc1c2ccccc2c(C)c3ccccc13,QDESCP/boltz/mol_359_rdkit_boltz.json
mol_360,Methyl hexanoate,-1.899,1,130.187,0,0,4,26.3,-1.87,CCCCCC(=O)OC,QDESCP/boltz/mol_360_rdkit_boltz.json
mol_361,Dimefuron,-3.831,1,338.795,1,2,2,80.37,-4.328,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,QDESCP/boltz/mol_361_rdkit_boltz.json
mol_362,p-Fluoroacetanilide,-2.181,1,153.156,1,1,1,29.1,-1.78,CC(=O)Nc1ccc(F)cc1,QDESCP/boltz/mol_362_rdkit_boltz.json
mol_363,alachlor,-3.319,1,269.772,0,1,6,29.54,-3.26,CCc1cccc(CC)c1N(COC)C(=O)CCl ,QDESCP/boltz/mol_363_rdkit_boltz.json
mol_364,Cyclohexene,-2.16,2,82.146,0,1,0,0.0,-2.59,C1CCC=CC1,QDESCP/boltz/mol_364_rdkit_boltz.json
mol_365,Hydrocortisone ,-3.159,1,362.466,3,4,2,94.83,-3.09,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,QDESCP/boltz/mol_365_rdkit_boltz.json
mol_366,Pyrimidine,-0.884,2,80.09,0,1,0,25.78,1.1,c1cncnc1,QDESCP/boltz/mol_366_rdkit_boltz.json
mol_367,p-Chloronitrobenzene,-2.901,1,157.556,0,1,1,43.14,-2.92,Clc1ccc(cc1)N(=O)=O,QDESCP/boltz/mol_367_rdkit_boltz.json
mol_368,Methyl propionate,-0.836,1,88.106,0,0,1,26.3,-0.14,CCC(=O)OC,QDESCP/boltz/mol_368_rdkit_boltz.json
mol_369,o-Chloronitrobenzene,-2.775,1,157.556,0,1,1,43.14,-2.55,Clc1ccccc1N(=O)=O,QDESCP/boltz/mol_369_rdkit_boltz.json
mol_370,Neburon,-4.157,1,275.179,1,1,4,32.34,-4.77,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,QDESCP/boltz/mol_370_rdkit_boltz.json
mol_371,Buthidazole,-2.398,1,256.331,1,2,1,69.56,-1.877,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,QDESCP/boltz/mol_371_rdkit_boltz.json
mol_372,Nitrobenzene,-2.288,1,123.111,0,1,1,43.14,-1.8,O=N(=O)c1ccccc1,QDESCP/boltz/mol_372_rdkit_boltz.json
mol_373,Iodobenzene,-3.8,1,204.01,0,1,0,0.0,-3.01,Ic1ccccc1,QDESCP/boltz/mol_373_rdkit_boltz.json
mol_374,Metolazone,-3.777,1,365.842,2,3,2,92.5,-3.78,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,QDESCP/boltz/mol_374_rdkit_boltz.json
mol_375,Methocarbamol,-1.428,1,241.243,2,1,6,91.01,-0.985,COc1ccccc1OCC(O)COC(N)=O,QDESCP/boltz/mol_375_rdkit_boltz.json
mol_376,butachlor,-4.347,1,311.853,0,1,9,29.54,-4.19,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,QDESCP/boltz/mol_376_rdkit_boltz.json
mol_377,"2,3-Dichlorophenol",-3.144,1,163.003,1,1,0,20.23,-1.3,Oc1cccc(Cl)c1Cl,QDESCP/boltz/mol_377_rdkit_boltz.json
mol_378,Propyl butyrate,-1.191,1,102.133,0,0,2,26.3,-1.92,CCCC(=O)OC,QDESCP/boltz/mol_378_rdkit_boltz.json
mol_379,Propanil,-3.644,1,218.083,1,1,2,29.1,-3.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1,QDESCP/boltz/mol_379_rdkit_boltz.json
mol_380,Triamterene,-3.051,1,253.269,3,3,1,129.62,-2.404,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,QDESCP/boltz/mol_380_rdkit_boltz.json
mol_381,Ethyl hexanoate,-2.254,1,144.214,0,0,5,26.3,-2.35,CCCCCC(=O)OCC,QDESCP/boltz/mol_381_rdkit_boltz.json
mol_382,chloralose,-1.887,1,309.529,3,2,2,88.38,-1.84,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,QDESCP/boltz/mol_382_rdkit_boltz.json
mol_383,Amitraz,-5.533,1,293.414,0,2,4,27.96,-5.47,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,QDESCP/boltz/mol_383_rdkit_boltz.json
mol_384,Prometon,-3.448,1,225.296,2,1,5,71.96,-2.478,COc1nc(NC(C)C)nc(NC(C)C)n1,QDESCP/boltz/mol_384_rdkit_boltz.json
mol_385,1-Octene ,-3.073,1,112.216,0,0,5,0.0,-4.44,CCCCCCC=C,QDESCP/boltz/mol_385_rdkit_boltz.json
mol_386,p-Methylaniline ,-1.954,1,107.156,1,1,0,26.02,-1.21,Cc1ccc(N)cc1,QDESCP/boltz/mol_386_rdkit_boltz.json
mol_387,aminothiazole,-1.226,1,100.146,1,1,0,38.91,-0.36,Nc1nccs1 ,QDESCP/boltz/mol_387_rdkit_boltz.json
mol_388,Metolcarb,-1.947,1,151.165,1,1,1,38.33,-1.803,c1ccccc1(OC(=O)NC),QDESCP/boltz/mol_388_rdkit_boltz.json
mol_389,3-Hexanol,-1.324,1,102.177,1,0,3,20.23,-0.8,CCCC(O)CC,QDESCP/boltz/mol_389_rdkit_boltz.json
mol_390,9-anthrol,-4.148,1,194.233,1,3,0,20.23,-4.73,c3ccc2c(O)c1ccccc1cc2c3 ,QDESCP/boltz/mol_390_rdkit_boltz.json
mol_391,2-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-6.96,Cc1ccc2cc3ccccc3cc2c1,QDESCP/boltz/mol_391_rdkit_boltz.json
mol_392,"1,2,3-Trimethylbenzene ",-3.312,1,120.195,0,1,0,0.0,-3.2,Cc1cccc(C)c1C,QDESCP/boltz/mol_392_rdkit_boltz.json
mol_393,Aminocarb,-2.677,1,208.261,1,1,2,41.57,-2.36,CNC(=O)Oc1ccc(N(C)C)c(C)c1,QDESCP/boltz/mol_393_rdkit_boltz.json
mol_394,2-Nonanol,-2.387,1,144.258,1,0,6,20.23,-2.74,CCCCCCCC(C)O,QDESCP/boltz/mol_394_rdkit_boltz.json
mol_395,Methyldymron,-3.863,1,268.36,1,2,3,32.34,-3.35,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,QDESCP/boltz/mol_395_rdkit_boltz.json
mol_396,3-Hexanone,-1.266,1,100.161,0,0,3,17.07,-0.83,CCCC(=O)CC,QDESCP/boltz/mol_396_rdkit_boltz.json
mol_397,bromoxynil,-3.793,1,276.915,1,1,0,44.02,-3.33,Oc1c(Br)cc(C#N)cc1Br ,QDESCP/boltz/mol_397_rdkit_boltz.json
mol_398,"3,4-PCB",-5.223,1,223.102,0,2,1,0.0,-6.39,Clc1ccc(cc1Cl)c2ccccc2 ,QDESCP/boltz/mol_398_rdkit_boltz.json
mol_399,Mefenacet,-4.504,1,298.367,0,3,4,42.43,-4.873,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,QDESCP/boltz/mol_399_rdkit_boltz.json
mol_400,5-hydroxyquinoline,-2.725,1,145.161,1,2,0,33.12,-2.54,Oc1cccc2ncccc12 ,QDESCP/boltz/mol_400_rdkit_boltz.json
mol_401,Carboxin,-2.927,1,235.308,1,2,2,38.33,-3.14,CC1=C(SCCO1)C(=O)Nc2ccccc2,QDESCP/boltz/mol_401_rdkit_boltz.json
mol_402,Ethoxyzolamide,-3.085,1,258.324,1,2,3,82.28,-3.81,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,QDESCP/boltz/mol_402_rdkit_boltz.json
mol_403,Pentachlorophenol,-4.835,1,266.338,1,1,0,20.23,-4.28,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,QDESCP/boltz/mol_403_rdkit_boltz.json
mol_404,Bromochloromethane,-1.519,1,129.384,0,0,0,0.0,-0.89,ClCBr,QDESCP/boltz/mol_404_rdkit_boltz.json
mol_405,metharbital,-1.658,1,198.222,1,1,2,66.48,-2.23,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,QDESCP/boltz/mol_405_rdkit_boltz.json
mol_406,deoxycorticosterone acetate,-4.472,1,372.505,0,4,3,60.44,-4.63,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,QDESCP/boltz/mol_406_rdkit_boltz.json
mol_407,benzylurea,-1.509,1,150.181,2,1,2,55.12,-0.95,NC(=O)NCc1ccccc1 ,QDESCP/boltz/mol_407_rdkit_boltz.json
mol_408,Chlortoluron,-3.048,1,212.68,1,1,1,32.34,-3.483,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,QDESCP/boltz/mol_408_rdkit_boltz.json
mol_409,Linuron,-3.581,1,249.097,1,1,2,41.57,-3.592,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,QDESCP/boltz/mol_409_rdkit_boltz.json
mol_410,Cycloheptanol,-1.7,1,114.188,1,1,0,20.23,-0.88,OC1CCCCCC1,QDESCP/boltz/mol_410_rdkit_boltz.json
mol_411,Thiamphenicol,-1.936,1,356.227,3,1,6,103.7,-2.154,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,QDESCP/boltz/mol_411_rdkit_boltz.json
mol_412,thiopental,-2.96,1,242.344,2,1,4,58.2,-3.36,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,QDESCP/boltz/mol_412_rdkit_boltz.json
mol_413,acetazolamide,-0.793,1,222.251,2,1,2,115.04,-2.36,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,QDESCP/boltz/mol_413_rdkit_boltz.json
mol_414,p-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-0.74,Oc1ccc(cc1)N(=O)=O,QDESCP/boltz/mol_414_rdkit_boltz.json
mol_415,Aldrin,-5.511,1,364.914,0,4,0,0.0,-6.307,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,QDESCP/boltz/mol_415_rdkit_boltz.json
mol_416,Tetrahydrofurane ,-0.62,2,72.107,0,1,0,9.23,0.49,C1CCOC1,QDESCP/boltz/mol_416_rdkit_boltz.json
mol_417,o-Nitroaniline,-2.277,1,138.126,1,1,1,69.16,-1.96,Nc1ccccc1N(=O)=O,QDESCP/boltz/mol_417_rdkit_boltz.json
mol_418,"2,2',3,3'-PCB",-6.079,1,291.992,0,2,1,0.0,-7.28,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,QDESCP/boltz/mol_418_rdkit_boltz.json
mol_419,phenylbutazone,-4.076,1,308.381,0,3,5,40.62,-3.81,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,QDESCP/boltz/mol_419_rdkit_boltz.json
mol_420,"2,6-Dinitrotoluene",-2.553,1,182.135,0,1,2,86.28,-3.0,Cc1c(cccc1N(=O)=O)N(=O)=O,QDESCP/boltz/mol_420_rdkit_boltz.json
mol_421,Progesterone,-4.17,1,314.469,0,4,1,34.14,-4.42,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,QDESCP/boltz/mol_421_rdkit_boltz.json
mol_422,Chlorazine,-3.663,1,257.769,0,1,6,45.15,-4.411,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,QDESCP/boltz/mol_422_rdkit_boltz.json
mol_423,captafol,-4.365,1,349.066,0,2,3,37.38,-5.4,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,QDESCP/boltz/mol_423_rdkit_boltz.json
mol_424,"1,2,4-tribromobenzene",-5.144,1,314.802,0,1,0,0.0,-4.5,c1(Br)c(Br)cc(Br)cc1,QDESCP/boltz/mol_424_rdkit_boltz.json
mol_425,Oxazepam,-3.517,1,286.718,2,3,1,61.69,-3.952,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,QDESCP/boltz/mol_425_rdkit_boltz.json
mol_426,Secobarbital,-2.415,1,238.287,2,1,5,75.27,-2.356,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,QDESCP/boltz/mol_426_rdkit_boltz.json
mol_427,Carvacrol,-3.224,1,150.221,1,1,1,20.23,-2.08,c1(O)c(C)ccc(C(C)C)c1,QDESCP/boltz/mol_427_rdkit_boltz.json
mol_428,rhodanine,-0.396,1,133.197,1,1,0,29.1,-1.77,C1SC(=S)NC1(=O),QDESCP/boltz/mol_428_rdkit_boltz.json
mol_429,Morin,-2.731,1,302.238,5,3,1,131.36,-3.083,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,QDESCP/boltz/mol_429_rdkit_boltz.json
mol_430,Kepone,-5.112,1,490.639,0,6,0,17.07,-5.259,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,QDESCP/boltz/mol_430_rdkit_boltz.json
mol_431,Disulfiram,-3.862,1,296.552,0,0,4,6.48,-4.86,CCN(CC)C(=S)SSC(=S)N(CC)CC,QDESCP/boltz/mol_431_rdkit_boltz.json
mol_432,Cyclohexane,-2.477,2,84.162,0,1,0,0.0,-3.1,C1CCCCC1,QDESCP/boltz/mol_432_rdkit_boltz.json
mol_433,Dienochlor,-7.848,1,474.64,0,2,1,0.0,-7.278,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,QDESCP/boltz/mol_433_rdkit_boltz.json
mol_434,chlordimeform,-3.164,1,196.681,0,1,2,15.6,-2.86,CN(C)C=Nc1ccc(Cl)cc1C,QDESCP/boltz/mol_434_rdkit_boltz.json
mol_435,Equilenin,-3.927,1,266.34,1,4,0,37.3,-5.24,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,QDESCP/boltz/mol_435_rdkit_boltz.json
mol_436,1-Octanol,-2.105,1,130.231,1,0,6,20.23,-2.39,CCCCCCCCO,QDESCP/boltz/mol_436_rdkit_boltz.json
mol_437,Diethyl sulfide,-1.598,1,90.191,0,0,2,0.0,-1.34,CCSCC,QDESCP/boltz/mol_437_rdkit_boltz.json
mol_438,"1,2-Dichloroethane",-1.374,1,98.96,0,0,1,0.0,-1.06,ClCCCl,QDESCP/boltz/mol_438_rdkit_boltz.json
mol_439,2-Chloro-2-methylbutane,-2.278,1,106.596,0,0,1,0.0,-2.51,CCC(C)(C)Cl,QDESCP/boltz/mol_439_rdkit_boltz.json
mol_440,1-Chloro-2-bromoethane,-1.738,1,143.411,0,0,1,0.0,-1.32,ClCCBr,QDESCP/boltz/mol_440_rdkit_boltz.json
mol_441,p-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.37,Nc1ccc(cc1)N(=O)=O,QDESCP/boltz/mol_441_rdkit_boltz.json
mol_442,Lactose,1.071,1,342.297,8,2,4,189.53,-0.244,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,QDESCP/boltz/mol_442_rdkit_boltz.json
mol_443,RTI 2,-3.125,1,268.32,0,3,2,49.33,-2.86,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,QDESCP/boltz/mol_443_rdkit_boltz.json
mol_444,Chlorobenzene,-2.975,1,112.559,0,1,0,0.0,-2.38,Clc1ccccc1,QDESCP/boltz/mol_444_rdkit_boltz.json
mol_445,1-Nonene ,-3.427,1,126.243,0,0,6,0.0,-5.05,CCCCCCCC=C,QDESCP/boltz/mol_445_rdkit_boltz.json
mol_446,p-Bromoiodobenzene,-4.754,1,282.906,0,1,0,0.0,-4.56,Brc1ccc(I)cc1,QDESCP/boltz/mol_446_rdkit_boltz.json
mol_447,3-Methyl-3-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.36,CCC(C)(O)CC,QDESCP/boltz/mol_447_rdkit_boltz.json
mol_448,Pentylbenzene,-3.899,1,148.249,0,1,4,0.0,-4.64,CCCCCc1ccccc1,QDESCP/boltz/mol_448_rdkit_boltz.json
mol_449,allantoin,0.652,1,158.117,4,1,1,113.32,-1.6,NC(=O)NC1NC(=O)NC1=O ,QDESCP/boltz/mol_449_rdkit_boltz.json
mol_450,Glafenine,-5.052,1,372.808,3,3,6,91.68,-4.571,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,QDESCP/boltz/mol_450_rdkit_boltz.json
mol_451,DDD,-6.008,1,320.046,0,2,3,0.0,-7.2,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,QDESCP/boltz/mol_451_rdkit_boltz.json
mol_452,testosterone acetate,-4.449,1,330.468,0,4,1,43.37,-5.184,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,QDESCP/boltz/mol_452_rdkit_boltz.json
mol_453,1-Chloronapthalene,-4.063,1,162.619,0,2,0,0.0,-3.93,Clc1cccc2ccccc12,QDESCP/boltz/mol_453_rdkit_boltz.json
mol_454,RTI 19,-4.007,1,252.317,0,3,1,23.55,-4.749,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,QDESCP/boltz/mol_454_rdkit_boltz.json
mol_455,2-Hexanol,-1.324,1,102.177,1,0,3,20.23,-0.89,CCCCC(C)O,QDESCP/boltz/mol_455_rdkit_boltz.json
mol_456,Propylcyclopentane,-3.16,1,112.216,0,1,2,0.0,-4.74,CCCC1CCCC1,QDESCP/boltz/mol_456_rdkit_boltz.json
mol_457,Etomidate,-3.359,1,244.294,0,2,4,44.12,-4.735,CCOC(=O)c1cncn1C(C)c2ccccc2,QDESCP/boltz/mol_457_rdkit_boltz.json
mol_458,"3,4-Dichlorophenol",-3.352,1,163.003,1,1,0,20.23,-1.25,Oc1ccc(Cl)c(Cl)c1,QDESCP/boltz/mol_458_rdkit_boltz.json
mol_459,Cypermethrin,-6.775,1,416.304,0,3,6,59.32,-8.017,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,QDESCP/boltz/mol_459_rdkit_boltz.json
mol_460,Benzoxazole,-2.214,2,119.123,0,2,0,26.03,-1.16,c2ccc1ocnc1c2,QDESCP/boltz/mol_460_rdkit_boltz.json
mol_461,1-Pentanol,-1.042,1,88.15,1,0,3,20.23,-0.6,CCCCCO,QDESCP/boltz/mol_461_rdkit_boltz.json
